"Director","Screenwriter","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Nicholas Ray","Nicholas Ray","Adventure","English","Feb 11, 2017","1h 50m","Inuk (Anthony Quinn), an Eskimo hunter, offers his wife, Asiak (Yôko Tani), to a visiting Christian missionary as a courtesy, which is a custom of his people. When the missionary refuses this offer with disdain, an angered Inuk attacks and accidentally kills him. After Inuk is later caught by a pair of troopers who seek to return him for a trial, they face a blizzard. The troopers must decide whether to let the resourceful Inuk help them. Otherwise, they all may perish in the storm.",71,71,"The Savage Innocents"
