"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Norman Z. McLeod","Hal Roach","Eric Hatch, Jack Jevne, Eddie Moran, Thorne Smith","Film Classics Inc., Metro-Goldwyn-Mayer Distributing Corp.","Hal Roach Studios Inc.","Comedy","English","Jul 16, 1937, Wide","1h 37m","Mono","George (Cary Grant) and Marion Kerby (Constance Bennett) are a young, happy-go-lucky couple who love to party. But after a car accident kills them both, they discover that they haven't done enough good deeds to earn a trip to heaven. To remedy this problem, they decide to help their old uptight boss, Cosmo Topper (Roland Young), live a little. While Topper begins to take their ghostly advice and enjoy life for a change, his controlling wife finds her husband's laid-back behavior infuriating.",89,80,"Topper"
