"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Ricky Tollman","Jonathan Bronfman, Randy Manis, Ricky Tollman","Ricky Tollman","Quiver Distribution","R (Language and Sexual References)","Mystery & Thriller","English","Mar 6, 2020, Limited","Mar 6, 2020","1h 38m","A journalist and a political aide become entangled in a larger-than-life scandal.",43,22,"Run This Town"
