"Director","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Rod Hardy","R","Horror","English","May 14, 2019","1h 38m","When Kate Davis (Chantal Contouri) is kidnapped by members of a cult, she is shocked to discover that they believe her to be a descendant of the notorious Elizabeth Bathory, known as the Blood Queen. The cult, which harvests humans for their blood, tries to enlist Kate to join, but she refuses. After being drugged against the advice of Fraser (David Hemmings), the cult's doctor, Kate returns home -- only to find her husband taken captive. Dr. Fraser offers to help, but can he be trusted?",100,43,"Thirst"
