"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Fred Zinnemann","Stanley Kramer","John W. Cunningham, Carl Foreman","United Artists, Criterion Collection, Republic Pictures","Stanley Kramer Company","PG (Some Western Violence|Smoking)","Western","English","Jul 24, 1952, Original","Jan 1, 2011","1h 25m","Former marshal Will Kane (Gary Cooper) is preparing to leave the small town of Hadleyville, New Mexico, with his new bride, Amy (Grace Kelly), when he learns that local criminal Frank Miller has been set free and is coming to seek revenge on the marshal who turned him in. When he starts recruiting deputies to fight Miller, Kane is discouraged to find that the people of Hadleyville turn cowardly when the time comes for a showdown, and he must face Miller and his cronies alone.",94,89,"High Noon"
