"Director","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Bob Balaban","Touchstone Pictures","PG-13","Comedy","English","Aug 6, 1993, Limited","Jan 1, 2014","$3.2M","1h 24m","Surround","A lovesick teen (Andrew Lowery) comes back as a zombie after bungling his scheme to impress a girl (Traci Lind).",13,45,"My Boyfriend's Back"
