"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Robbie Banfitch","Robbie Banfitch, Beau J. Genot","Robbie Banfitch","Cinedigm","5100 Films, Fathom Films","Horror, Mystery & Thriller","English","Feb 9, 2023, Limited","1h 50m","Four travelers experience a mind-bending trip through terror while camping in a remote stretch of the Mojave desert.",74,40,"The Outwaters"
