"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Clay Weiner","Gary Binkow, Sharla Sumpter Bridge, Evan Weiss","David A. Goodman","TV-PG","Kids & Family, Comedy, Musical","English","Aug 26, 2016","1h 30m","When the girl (Pixie Lott) of his dreams moves away, a teenager (Lucas Cruikshank) embarks on a journey to find her.",0,40,"Fred: The Movie"
