"Director","Producer","Screenwriter","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Ivan Passer","William Richert, Albert Finney","Kenneth Harris Fishman, Ivan Passer, William Richert","R","Comedy, Drama","English","1h 43m","A New York cabby (Carroll O'Connor) and a Marine-veteran hairdresser (Ernest Borgnine) form an auxiliary police force.",40,40,"Law and Disorder"
