"Director","Producer","Screenwriter","Genre","Original Language","Synopsis","Critics","Audiences","Title"
"Chui Mui Tan","Woo Ming Jin, Bianca Balbuena","Chui Mui Tan","Drama","Chinese","Moon Lee, a celebrated award-winning actress, has become a full-time mom and divorcée since retiring. Desperate to regain her sense of self, she jumps at the chance to work with her long-time collaborator, director Roger Woo, again. Only this time, he casts her as the lead in a do-your-own stunts martial arts film. The role requires extensive training and though Moon is at first uncertain, she leaves her young son in the care of Roger's assistant and commits herself to back-breaking training. As soon as she starts to gain some confidence, Roger breaks the news to her: the only way the film can move ahead is to cast her ex-husband, Julliard, as the male lead.",100,NA,"Barbarian Invasion"
