"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Ken Henkel, Kim Henkel","Robert Kuhn","Kim Henkel","Genre Pictures, Ultra Muchos Productions, Return Productions","R","Horror","English","Oct 7, 1994, Original","Apr 1, 2010","$136.3K","1h 42m","After leaving their prom early, innocent Jenny (Renée Zellweger) and three other teenagers crash their car in the backwoods of Texas. In their search for help, they run into Vilmer Slaughter (Matthew McConaughey), a vicious psychopath with a mechanical leg, and his twisted family, including the serial killer Leatherface. As the group of friends struggle to survive the maniacal methods of torture, Jenny discovers the secret origins behind the family's lust for blood.",16,18,"The Return of the Texas Chainsaw Massacre"
