"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Karan Johar","Hiroo Johar, Karan Johar, Apoorva Mehta","Ishita Moitra, Shashank Khaitan, Sumit Roy","Viacom18 Motion Pictures","Dharma Productions, Viacom 18 Motion Pictures","Romance, Comedy","Hindi","Jul 28, 2023, Limited","$6.8M","2h 48m",NA,83,82,"Rocky Aur Rani Kii Prem Kahaani"
