"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Pepa San Martín","Macarena Lopez","Pepa San Martín, Alicia Scherson","Manufactura de Peliculas, Le Tiro Cine","Drama","Spanish","Jun 20, 2017","1h 28m","A 13-year-old girl living with her mother and her new girlfriend deals with family problems while being preoccupied with her own adolescent issues.",100,75,"Rara"
