"Director","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"John Cromwell","MGM/UA Home Entertainment Inc., United Artists, Turner Entertainment","Selznick International Pictures","Adventure","English","Sep 3, 1937, Wide","Oct 8, 2016","1h 41m","This adventure-filled drama finds Englishman Rudolf Rassendyll (Ronald Colman) on vacation in a small European country, where he discovers his resemblance to the nation's royal heir-apparent, Rudolf V. When the king-to-be is drugged and incapacitated, Rassendyll must impersonate him, so that the scheming Duke Michael (Raymond Massey) can't assume the throne. To further complicate matters, Rassendyll starts to fall for Rudolf V's intended bride, Flavia (Madeleine Carroll).",100,80,"The Prisoner of Zenda"
