"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Sam Peckinpah","Joe Wizan","Jeb Rosebrook","Joe Wizan-Booth Gardner Productions, Solar Productions","PG","Comedy, Drama","English","Aug 2, 1972, Original","May 25, 2004","1h 40m","When wandering middle-aged rodeo rider Junior Bonner (Steve McQueen) returns to his Arizona hometown, he reunites with his family, which includes his charming, troublemaking father, Ace (Robert Preston), and his ambitious real estate-developer brother, Curly (Joe Don Baker). While Ace dreams of finding his fortune in Australia, Junior is determined to conquer a tough bull named Sunshine by riding it for eight seconds. Can Junior claim victory over Sunshine and stay in the rodeo business?",92,62,"Junior Bonner"
