"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Cédric Kahn","Sylvie Pialat, Benoît Quainon","Fanny Burdino, Samuel Doux, Cédric Kahn","Tropdebohneur Productions, Les Films du Worso, Auvergne Rhône-Alpes Cinéma, Arte France Cinema, Versus Production","Drama","French (France)","1h 47m","Flat (1.85:1)","In a bid to beat his habit, a young drug addict elects to join a community of former addicts living in isolation in a remote mountain community.",92,57,"The Prayer"
