"Director","Screenwriter","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Sidney J. Furie","Rick Natkin","R","Action","English","$462.4K","1h 36m","Surround","A football star (Ken Wahl) and a policeman (Matt Frewer) foil a mad billionaire's plot to loot the city during a toxic-spill scare.",40,36,"The Taking of Beverly Hills"
