"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Richard Loncraine","Hugh Whitemore","Columbia","TV-PG","Drama","English","Jan 16, 2007","1h 49m","After surviving a gruesome terrorist attack on an Italian train line, romance novelist Emily Delahunty (Maggie Smith) opens up her home and solitary life to a trio of stranded survivors. She soon forms friendships with each, but develops a special attachment to the young orphan Aimee (Emmy Clarke). So when Aimee's distant uncle (Chris Cooper) arrives to retrieve the girl, Emily strives to convince the cold, mourning man that Umbria is Aimee's rightful home.",50,66,"My House in Umbria"
