"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Lodge Kerrigan","Ann Ruark","Lodge Kerrigan","Touchstone Pictures, Independent Feature Project, New Yorker Films","MK2 Productions, Serene Films","Drama","English","Sep 13, 1998, Original","$9.5K","1h 35m","Surround, Dolby Digital","Following her mother's death, a New York prostitute (Katrin Cartlidge) leaves her profession to find a mate and have a child.",25,56,"Claire Dolan"
