"Director","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"W. S. Van Dyke II","Metro-Goldwyn-Mayer","Metro-Goldwyn-Mayer","Adventure","English","May 23, 1931, Original","Sep 15, 2015","2h 3m","Famous African explorer Trader Horn (Harry Carey) sails to a small village with Peru (Duncan Renaldo), his best friend's son. That night, their camp is disrupted by the arrival of Trader's friend Edith Trent (Olive Carey), a missionary searching for her missing daughter, Nina (Edwina Booth). Shortly afterwards, Trader and Peru come across Edith's dead body. Continuing the expedition, they discover Nina is now the evil leader of a nearby tribe, and plans to sacrifice them.",100,34,"Trader Horn"
