"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Rowdy Herrington","Rowdy Herrington, Marty Kaplan","Columbia Pictures Corporation","R","Mystery & Thriller, Action","English","Mar 9, 2014","$23.8M","1h 41m","Stereo, Surround","Sgt. Tom Hardy (Bruce Willis) denounces his partner, Jimmy Detillo (Robert Pastorelli), for brutally interrogating a suspect. After Jimmy falls to his death from a bridge, Tom is transferred from homicide to the river rescue team. Two years later, the bodies of murdered young women begin turning up in the water -- all of whom were previously romantically linked to Tom. With the help of his new partner, Jo Christman (Sarah Jessica Parker), Tom sets out to find the killer.",20,35,"Striking Distance"
