"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Andrew Bujalski","Andrew Bujalski","Mutual Appreciation LLC","R (Language)","Comedy","English","Sep 1, 2006, Limited","Oct 7, 2020","1h 50m","A young musician (Justin Rice) from Boston arrives in New York following the breakup of his band. As he tries to figure out the next step in his career path, he spends time with his friends (Rachel Clift, Andrew Bujalski) and enjoys the romantic overtures of a radio disc jockey (Seung-Min Lee).",86,72,"Mutual Appreciation"
