"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Morton DaCosta","Morton DaCosta","Meredith Willson, Franklin Lacey","Warner Bros. Pictures","Warner Brothers","G","Musical, Comedy","English","Jun 19, 1962, Wide","Apr 19, 2016","2h 31m","When Harold Hill, a traveling con man, arrives in River City, he convinces the locals to start a band by purchasing the uniforms and instruments from him. His intention is to flee as soon as he receives the money. Librarian Marian Paroo suspects Harold is a fraud but holds her tongue since her moody brother, Winthrop, is excited about the band. As Harold begins to develop feelings for Marian, he faces a difficult decision about skipping town.",94,85,"The Music Man"
