"Director","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Gordon Douglas","Arcola Pictures","Crime, Drama","English","Nov 10, 1967, Original","Jul 1, 2011","1h 50m","Ex-cop-turned-private eye Tony Rome (Frank Sinatra) needs work, so when his former partner shows up with a seemingly easy job tracking down a spoiled heiress (Sue Lyon), Tony jumps on the case. He finds the woman quickly, but when her father (Simon Oakland) discovers that her jewelry has gone missing, he hires Tony to find the thieves. Tony's investigation angers the wrong people, and when his partner ends up dead, he discovers there may be more to this case than some missing jewelry.",63,58,"Tony Rome"
