"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"John Milius","Buzz Feitshans","Warner Bros. Pictures","Warner Brothers/Seven Arts","PG","Comedy, Drama","English","Aug 24, 1979, Original","Apr 19, 2016","2h 0m","Surround","Three 1960s California surfers (Jan-Michael Vincent, William Katt, Gary Busey) fool around, drift apart and reunite years later to ride epic waves.",67,87,"Big Wednesday"
