"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Alain Resnais","Anatole Dauman, Samy Halfon","Marguerite Duras","Zenith International Films","Como Film, Argos Films, Daiei Studios, Pathé Entertainment","Drama","English","May 16, 1960, Original","Jun 16, 2015","$88.3K","1h 32m","Mono","The deep conversation between a Japanese architect (Eiji Okada) and a French actress (Emmanuelle Riva) forms the basis of this celebrated French film, considered one of the vanguard productions of the French New Wave. Set in Hiroshima after the end of World War II, the couple -- lovers turned friends -- recount, over many hours, previous romances and life experiences. The two intertwine their stories about the past with pondering the devastation wrought by the atomic bomb dropped on the city.",96,89,"Hiroshima, Mon Amour"
