"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Martin Scorsese","Julia Phillips, Michael Phillips","Paul Schrader","Columbia Pictures","Bill/Phillips, Italo/Judeo Productions, Columbia Pictures","R","Drama","English","Feb 8, 1976, Wide","Mar 19, 2011","Dec 6, 2013","1h 53m","Stereo","Suffering from insomnia, disturbed loner Travis Bickle (Robert De Niro) takes a job as a New York City cabbie, haunting the streets nightly, growing increasingly detached from reality as he dreams of cleaning up the filthy city. When Travis meets pretty campaign worker Betsy (Cybill Shepherd), he becomes obsessed with the idea of saving the world, first plotting to assassinate a presidential candidate, then directing his attentions toward rescuing 12-year-old prostitute Iris (Jodie Foster).",89,93,"Taxi Driver"
