"Director","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Nagisa Ôshima","R (Some Aberrant Sexual Content)","Comedy","English","Nov 20, 2007","1h 38m","A British diplomat (Anthony Higgins) in Paris learns his chic wife (Charlotte Rampling) is monkeying around with a chimpanzee.",22,55,"Max My Love"
