"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Lu Zhang","Xu Jiahan, Zhang Jian, Peng Jin, Lu Sheng, Huang Yue","Lu Zhang","Strand Releasing","Drama","Chinese","Mar 15, 2024, Limited","2h 24m","Gu Wentong, a middle-aged food critic, is drifting through the local eateries of vibrant Beijing with his younger photographer colleague Oyang. A divorcé with a 6-year-old daughter and estranged from his father for decades, he is looking for a new perspective on life while reconsidering his failings as a father, a son, and a lover. While the seasons come and go, people get together and move apart. Only one thing will remain the same: The White Pagoda where they all meet sooner or later...",88,NA,"The Shadowless Tower"
