"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Brian G. Hutton","Jay Kanter, Alan Ladd Jr.","Edna O'Brien","Columbia Pictures","Columbia Pictures Corporation","PG","Drama","English","Jan 21, 1972, Original","Apr 13, 2011","1h 50m","A London architect's (Michael Caine) raging wife (Elizabeth Taylor) finally gets even with him for his affair with a widow (Susannah York).",29,35,"X, Y & Zee"
