"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Corey Yuen","See-Yuen Ng","Keith W. Strandberg","New World Pictures","PG","Action, Crime, Drama","English","May 2, 1986, Original","Apr 21, 2017","$1.5M","1h 23m","Picked on by Seattle bullies, a karate student (Kurt McKinney) learns enough to face a Soviet (Jean-Claude Van Damme) twice his size.",80,53,"No Retreat No Surrender"
