"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Richard Baskin","Craig Zadan","Dean Pitchford","TriStar Pictures","PG-13","Musical","English","Mar 31, 1989, Limited","$2.1M","1h 37m","Surround","A Brooklyn high-school teacher (Lorraine Bracco) assigns a bad boy (Peter Dobson) and a good girl (Jessica Steen) to put on a talent show.",43,88,"Sing"
