"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Norman Jewison","Walter Mirisch","Stirling Silliphant","MGM/UA Home Entertainment Inc.","Mirisch Company","Crime, Drama, Mystery & Thriller","English","Aug 2, 1967, Wide","Feb 25, 2010","1h 49m","Flat (1.85:1)","African-American Philadelphia police detective Virgil Tibbs (Sidney Poitier) is arrested on suspicion of murder by Bill Gillespie (Rod Steiger), the racist police chief of tiny Sparta, Mississippi. After Tibbs proves not only his own innocence but that of another man, he joins forces with Gillespie to track down the real killer. Their investigation takes them through every social level of the town, with Tibbs making enemies as well as unlikely friends as he hunts for the truth.",96,92,"In the Heat of the Night"
