"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Peter Weir","Jim McElroy","Australian Film Commission","PG","Mystery & Thriller, Drama","English (Australia)","Jul 21, 2009","$224.1K","1h 50m","In the early 1900s, Miranda (Anne Lambert) attends a girls boarding school in Australia. One Valentine's Day, the school's typically strict headmistress (Rachel Roberts) treats the girls to a picnic field trip to an unusual but scenic volcanic formation called Hanging Rock. Despite rules against it, Miranda and several other girls venture off. It's not until the end of the day that the faculty realizes the girls and one of the teachers (Vivean Gray) have disappeared mysteriously.",92,83,"Picnic at Hanging Rock"
