"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Ronald F. Maxwell","Ronald F. Maxwell","Warner Bros., TriStar Television, New Line Cinema, Esparza/Katz Productions","PG","War, History, Drama","English","Jan 1, 2009","4h 14m","Surround","This war drama depicts one of the biggest events of the American Civil War, the Battle of Gettysburg. The massive three-day conflict begins as Confederate General Robert E. Lee (Martin Sheen) presses his troops north into Pennsylvania, leading to confrontations with Union forces, including the regiment of Colonel Joshua Chamberlain (Jeff Daniels). As the battle rages on and casualties mount, the film follows both the front lines and the strategic maneuvering behind the scenes.",77,89,"Gettysburg"
