"Director","Producer","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Michelangelo Antonioni","Tonino Cervi, Angelo Rizzoli","Film Duemila, Francoriz Production, Federiz","Drama","Italian","Oct 15, 2020","1h 56m","Amid the modern wastelands and toxic factories of Italy, wife and mother Giuliana (Monica Vitti) desperately tries to conceal her tenuous grip on reality from those around her, especially her successful yet neglectful husband, Ugo (Carlo Chionetti). Ugo's old pal, Corrado (Richard Harris), shows up in town on a business trip and is more sensitive to Giuliana's anxieties. They begin an affair, but it does little to quell Giuliana's existential fears, and her mental state rapidly deteriorates.",94,85,"Red Desert"
