"Director","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"William Wyler","Romance, Comedy","English","Jun 11, 2007","1h 30m","In 1930s Budapest, naïve orphan Luisa Ginglebuscher (Margaret Sullavan) becomes an usherette at the local movie house, determined to succeed in her first job by doing good deeds for others and maintaining her purity. Luisa's well-meaning lies get her caught between a lecherous businessman, Konrad (Frank Morgan), and a decent but confused doctor, Max Sporum (Herbert Marshall). When Luisa convinces Konrad that she's married to Max, Konrad tries everything he can to get rid of the baffled doctor.",88,84,"The Good Fairy"
