"Director","Producer","Screenwriter","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Shirley Clarke","Frederick Wiseman","Shirley Clarke, Robert Rossen","Drama","English","Apr 20, 1964, Original","May 22, 2017","1h 45m","When Duke (Hampton Clanton), a 15-year-old member of the gang Royal Pythons, decides he needs a gun to survive on the streets of Harlem, he visits a local thug named Priest (Carl Lee). Utilizing first-time actors and true-life ghettos for scenery, Shirley Clarke's devastating semi-documentary dramatizes the life of young gang bangers in 1960s Harlem and transcends its narrative to deliver a vivid picture of inner city life. Based on the novel by Warren Miller.",83,44,"The Cool World"
