"Director","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"John Badham","R","Drama","English","Dec 2, 1981, Limited","Jan 1, 2009","1h 58m","Ken Harrison (Richard Dreyfuss) is a well-known and respected sculptor, until a terrible car accident leaves him a paraplegic. His once positive outlook descends into depression as he comes to grips with the loss of his independence and his art. Even as he develops a relationship with Clare Scott (Christine Lahti), all he wants to do is end his life, but U.S. law forbids assisted suicide. Dr. Harrison (John Cassavetes) vows to keep Ken alive -- while Ken's lawyer fights for his right to die.",70,79,"Whose Life Is It Anyway?"
