"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Karel Reisz","Leon Clore","David Mercer","British Lion Film Corporation","Comedy","English","Apr 4, 1966, Original","1h 37m","Mono","Volatile artist Morgan Delt (David Warner) returns to London after having been institutionalized, hoping to reconcile with his wife, Leonie (Vanessa Redgrave). When he learns she is leaving him for art dealer Charles Napier (Robert Stephens), Morgan is determined to win her back. While stalking Leonie, Morgan becomes obsessed with Marxism and gorillas. In his new monkey costume, the artist begins a campaign of harassment against Leonie and Charles.",65,76,"Morgan!"
