"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Howard Alk","Howard Alk, F.R. Crawley, Seaton Findlay","Howard Alk, Seaton Findlay","Crawley Films","R","Documentary","English","Oct 18, 1974, Original","1h 36m","Directed by Howard Alk and completed several years after her death, this documentary showcases the life and music of the legendary rock star Janis Joplin. Comprised of interviews, personal footage, photographs and concert performances, ""Janis"" reads as an homage to the late singer, who died of a heroin overdose at the age of 27. Footage of her performances includes numerous television appearances -- before and after she reached stardom -- as well as her European tour and, of course, Woodstock.",60,76,"Janis"
