"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Joseph Strick","Ben Maddow, Joseph Strick","Ben Maddow","Continental Distributing Inc.","City Films","Fantasy","English","Mar 21, 1963, Original","Aug 1, 2000","1h 24m","In an unnamed city, Madame Irma (Shelley Winters) runs a brothel where people explore role-playing and other sexual fantasies. When her police chief lover (Peter Falk) arrives, she learns that a violent revolution is brewing outside and many of the country's leaders have been killed in the uprising. Soon, the brothel's customers and employees are forced to take to the city streets in costume and impersonate the slain leaders in order to help restore sanity.",60,47,"The Balcony"
