"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Francis Ford Coppola","Francis Ford Coppola","Francis Ford Coppola, Mario Puzo","Paramount Pictures","Paramount Pictures, Coppola Company","R","Crime, Drama","English","Dec 12, 1974, Wide","Apr 19, 2012","Sep 15, 2012","3h 20m","Mono","Flat (1.85:1)","The compelling sequel to ""The Godfather,"" contrasting the life of Corleone father and son. Traces the problems of Michael Corleone (Al Pacino) in 1958 and that of a young immigrant Vito Corleone (Robert De Niro) in 1917's Hell's Kitchen. Michael survives many misfortunes and Vito is introduced to a life of crime.",96,97,"The Godfather, Part II"
