"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Edgar G. Ulmer","Arthur S. Lyons","Dayton Stoddart, Alvah Bessie, S.K. Lauren, Gordon Kahn","Eagle-Lion Films Inc.","Drama","English","Apr 16, 1948, Original","Sep 11, 2007","1h 44m","Wealthy, powerful Horace Vendig (Zachary Scott) always gets what he wants. Even as a poor youth, he charmed his way into high society by getting the father of his friend, Martha (Diana Lynn), to foot the bill for his Harvard education. When Vic (Louis Hayward), another childhood pal, is invited to Vendig's mansion for a party, he brings along Mallory Flagg (also Lynn), who happens to bear a striking resemblance to Martha. As Vic and Horace reunite, old resentments rise to the surface.",100,43,"Ruthless"
