"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Randal Kleiser","Mike Moder","Randal Kleiser","R","Romance","English","Jan 7, 2003","1h 38m","Surround","Michael Pappas (Peter Gallagher) and his girlfriend, Cathy (Daryl Hannah), are enjoying the white sand beaches of a Greek island as well as the freewheeling nature of the locals. When Michael meets Lina (Valerie Quennessen), who is in Greece from Paris doing archaeological work, he is enamored with the beautiful foreigner. Cathy, unhappy about Lina getting close to Michael, confronts the woman -- only to be unexpectedly wooed by her charms as well.",25,55,"Summer Lovers"
