"Director","Screenwriter","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Claude Goretta","Claude Goretta, Pascal Lainé","R","Romance","French (Canada)","1h 47m","A Paris beautician's assistant (Isabelle Huppert) falls in love with a Sorbonne student (Yves Beneyton).",88,92,"La Dentelliere"
