"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Alice Rohrwacher","Carlo Cresto-Dina","Alice Rohrwacher","RAI Cinema","Drama","Italian","Oct 17, 2016","$7.7K","1h 40m","Marta (Yle Vianello), a 13-year-old girl, moves back to southern Italy with her family and tests the boundaries of an unfamiliar city and the catechism of the Roman Catholic Church.",85,45,"Corpo Celeste"
