"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Sergei M. Eisenstein, Dmitri Vasilyev","Sergei M. Eisenstein, Pyotr Pavlenko","Artkino Pictures Inc., Top1Video, Janus Films, Amkino Corporation, Reel Media International [us], Criterion Collection","Mosfilm","History, Drama","Russian","Mar 22, 1939, Wide","May 11, 2018","1h 51m","Mono","When German knights invade Russia, Prince Alexander Nevsky (Nikolai Cherkasov) must rally his people to resist the formidable force. After the Teutonic soldiers take over an eastern Russian city, Alexander stages his stand at Novgorod, where a major battle is fought on the ice of frozen Lake Chudskoe. While Alexander leads his outnumbered troops, two of their number, Vasili (Nikolai Okhlopkov) and Gavrilo (Andrei Abrikosov), begin a contest of bravery to win the hand of a local maiden.",92,84,"Alexander Nevsky"
