"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Michelangelo Antonioni","Raymond Hakim, Robert Hakim","Michelangelo Antonioni, Tonino Guerra, Elio Bartolini","Times Film Corporation","Cineriz, Paris Film Productions, Interopa Film","Drama","Italian","Dec 20, 1962, Wide","Mar 17, 2017","2h 5m","Mono","This romantic drama by Michelangelo Antonioni follows the love life of Vittoria (Monica Vitti), a beautiful literary translator living in Rome. After splitting from her writer boyfriend, Riccardo (Francisco Rabal), Vittoria meets Piero (Alain Delon), a lively stockbroker, on the hectic floor of the Roman stock exchange. Though Vittoria and Piero begin a relationship, it is not one without difficulties, and their commitment to one another is tested during an eclipse.",87,89,"The Eclipse"
