"Director","Producer","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Michael Steinberg","Roger Hedden, Allan Mindel, Denise Shaw, Eric Stoltz, Jeffrey Sudzin","R","Drama","English","Nov 21, 2020","$732.0K","1h 33m","Surround","In his sleepy Arizona town, Nick (Tim Roth) ekes out a living selling television sets. He decides, suddenly, that life has more to offer -- and that he might find it by moving to Montana with his reticent girlfriend, Beth (Bridget Fonda). But the day before their departure, Nick takes off without Beth, and she's crushed. Spurred on by her best friend and Nick's ex, Carol (Phoebe Cates), Beth takes up with a shiftless, pot-smoking housepainter (Eric Stoltz).",53,50,"Bodies, Rest & Motion"
