"Director","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Kevin Hooks","Island World","PG-13","Comedy","English","Nov 8, 1991, Limited","Jan 1, 2009","$7.4M","1h 24m","Surround","Waymon (Joseph C. Phillips) has a great job in real estate and a promising future, but he's also trapped in a loveless longterm relationship. He meets Natalie (Halle Berry), a beautiful club-hopping hipster, and quickly falls in love. Realizing he's just not cool enough to attract her on his own, he seeks the help of his friend Bobby (Tommy Davidson), a free-spirited smooth talker who works in the mail room at Waymon's firm and utilizes the predicament as leverage to advance in the company.",10,56,"Strictly Business"
