"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Alfred Hitchcock","David O. Selznick","Frances Beeding, Angus MacPhail, Ben Hecht","United Artists, Criterion Collection","Selznick International Pictures, Vanguard Films Production","Mystery & Thriller","English","Oct 31, 1945, Original","Aug 3, 2004","1h 51m","Mono","Flat (1.37:1), 35mm","When Dr. Anthony Edwardes (Gregory Peck) arrives at a Vermont mental hospital to replace the outgoing hospital director, Dr. Constance Peterson (Ingrid Bergman), a psychoanalyst, discovers Edwardes is actually an impostor. The man confesses that the real Dr. Edwardes is dead and fears he may have killed him, but cannot recall anything. Dr. Peterson, however is convinced his impostor is innocent of the man's murder, and joins him on a quest to unravel his amnesia through psychoanalysis.",86,82,"Spellbound"
