"Director","Producer","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Bud Yorkin","Bud Yorkin","R","Drama","English","Oct 23, 1985, Original","Nov 27, 2013","$8.4M","1h 57m","An unhappily married steelworker (Gene Hackman) turns 50 and sees a chance for a whole new life with a barmaid (Ann-Margret).",83,53,"Twice in a Lifetime"
