"Director","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Brian Yuzna","Trimark Pictures, Image Organization","R","Horror","English","Oct 1, 2013","1h 39m","Stereo, Surround","After spending some time in a mental institution, Dr. Feinstone (Corbin Bernsen) escapes his incarceration and heads to the small town of Paradise. He assumes the persona of retired dentist Dr. Caine, and is looking forward to starting over. But when Feinstone falls for his beautiful landlord, Jamie (Jillian McWhirter), his insane jealousy drives him to start killing again. No one in Paradise seems to suspect Feinstone -- until a detective and a victim from his past show up in town.",0,24,"The Dentist II"
