"Director","Producer","Screenwriter","Genre","Original Language","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Lucía Alemany","Lina Badenes, Juan Gordon, Belén Sánchez","Laia Soler, Lucía Alemany","Drama","Catalan","1h 32m","Scope (2.35:1)","A teenager dreams of leaving her small hometown to become a circus artist.",100,NA,"The Innocence"
