"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Carlos Diegues","Daniel Filho, Paula Lavigne, Renata Almeida Magalhães","João Emanuel Carneiro, Vinicius de Moraes, Carlos Diegues, Paulo Lins, Hamilton Vaz Pereira, Hermano Vianna","New Yorker Films","Globo Filmes, Rio Vermelho Filmes Ltda., Cine-Source","Drama","Portuguese (Brazil)","Apr 21, 1999, Original","$121.0K","1h 52m","Surround, Dolby Digital, Dolby A, DTS, Dolby SR","Scope (2.35:1)","""Orfeu"" retells the tale of the Greek mythical love affair between Orfeu and Euridice. In the film, Orfeu, a legendary musician and lyricist, is loved by all. His music is powerful enough to make the sun rise and compels everyone to listen. Orfeu leads a mystical existence and holds a position of high esteem in the shantytown community known as Morro da Carioca (Carioca Hill).",36,53,"Orfeu"
