"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Roger Spottiswoode","Daniel Petrie Jr., Ron Silverman","Harv Zimmel, Michael Burton, Daniel Petrie Jr.","Touchstone Pictures, Silver Screen Partners II","R","Action","English","Jan 8, 2006","$29.3M","1h 49m","Surround","When a murderous diamond thief escapes with a cache of stolen jewels, grizzled FBI agent Warren Stantin (Sidney Poitier) gives chase to the brazen killer, trailing him to the remote Pacific Northwest. Learning the fugitive has taken local tour guide Sarah (Kirstie Alley) as a hostage, Stantin recruits Sarah's boyfriend, Jonathan (Tom Berenger), to lead him through the wilderness. Now, Stantin and Jonathan must race against time to capture the thief before he reaches the Canadian border.",100,64,"Deadly Pursuit"
