"Director","Producer","Production Co","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Charles Lamont","Howard Christie","Universal/Universal Int","Comedy","English","1h 17m","A spaceship takes two buddies (Bud Abbott, Lou Costello) to Mardi Gras and then Venus, where men are not allowed.",33,44,"Abbott and Costello Go to Mars"
