"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Parasuram","Bunny Vasu","Parasuram","GA2 Pictures","Romance, Comedy","Telugu","Aug 14, 2018, Limited","$2.5M","2h 22m","A 25-year-old virgin searches for love.",100,65,"Geetha Govindam"
