"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"John Erick Dowdle","M. Night Shyamalan, Sam Mercer","Brian Nelson, M. Night Shyamalan","Universal Studios","Universal Pictures","PG-13 (Language|Disturbing Images|Sexual References|Thematic Material|Violence)","Horror, Mystery & Thriller","English","Sep 17, 2010, Wide","Nov 1, 2015","$33.6M","1h 20m","SDDS, Dolby Digital, DTS","Five strangers' day begins with an elevator ride in a Philadelphia office tower. But, what happens next is anything but ordinary. The elevator gets stuck, and the trapped passengers, who expected to be together just a few minutes, now face the revelation of their secrets and transgressions. Frightening events turn annoyance into terror, as they begin to realize that one of their number is Lucifer himself.",50,43,"Devil"
