"Director","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Jean Renoir","Drama","French (Canada)","1h 30m","Toni (Charles Blavette) is an Italian immigrant trying to make it in the melting pot of 1920s Provence, France. He moves in with his landlady, Marie (Jenny Helia), and gets a job as a laborer at a quarry. Any stability he has is threatened when he falls for the Spanish Josefa (Celia Montalvan), a young woman who marries the brutish quarry foreman, Albert (Max Dalban), after he rapes her. When Toni tries to save Josefa from her miserable existence, he must face the tragic consequences.",100,91,"Toni"
