"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Michael A. Simpson","Jerry Silva, Michael A. Simpson","Fritz Gordon","Double Helix Films","R","Horror","English","Aug 4, 1989, Limited","Dec 13, 2016","1h 20m","Flat (1.85:1)","Psychotic Angela (Pamela Springsteen) is itching to do what she does best: slaughter dozens of teenage campers. As luck would have it, the previous site of her murders has been renamed and converted into an experimental summer camp meant to bring together privileged and lower-class teens. On the day the youths are boarding the buses to camp, Angela runs over a potential camper with a garbage truck and assumes her identity. Once she has infiltrated the camp, the real terror begins.",13,30,"Sleepaway Camp 3: Teenage Wasteland"
