"Director","Producer","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"James Foley","Edgar J. Scherick, Scott Rudin","R","Drama","English","Feb 3, 1984, Limited","Jan 12, 2017","1h 30m","Surround","An innocent teen (Daryl Hannah) gets wild with a motorcycle rebel (Aidan Quinn) from the wrong side of their steel-mill town.",0,69,"Reckless"
