"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Ida Lupino","Blanche Hanalis","Columbia Pictures, Eaves Movie Ranch","PG","Comedy","English","Mar 30, 1966, Limited","Apr 16, 2012","1h 52m","Stereo","Mary (Hayley Mills) and her friend, Rachel (June Harding), are new students at St. Francis Academy, a boarding school run by the iron fist of Mother Superior (Rosalind Russell). The immature teens grow bored and begin playing pranks on both the unsuspecting nuns and their unpleasant classmates, becoming a constant thorn in Mother Superior's side. However, as the years pass, Mary and Rachel slowly mature and begin to see the nuns in a different light.",75,85,"The Trouble With Angels"
